#SampleID	C016-3F-1A_taxonomic_profile	C016-3F-2A_taxonomic_profile	C017-2F-1A_taxonomic_profile	C017-2F-2A_taxonomic_profile	C093-3F-1A_taxonomic_profile	C093-3F-2A_taxonomic_profile	C107-4F-1A_taxonomic_profile	C107-4F-2A_taxonomic_profile	C132-4F-1A_taxonomic_profile	C132-4F-2A_taxonomic_profile	C142-6F-1A_taxonomic_profile	C142-6F-2A_taxonomic_profile	C159-5E-1A_taxonomic_profile	C159-5F-1A_taxonomic_profile	C159-5F-2A_taxonomic_profile	C193-3F-1A_taxonomic_profile	C193-3F-2A_taxonomic_profile	C194-4F-1A_taxonomic_profile	C194-4F-2A_taxonomic_profile	C196-5F-1A_taxonomic_profile	C196-5F-2A_taxonomic_profile	C201-5F-1A_taxonomic_profile	C201-5F-2A_taxonomic_profile	C202-6F-1A_taxonomic_profile	C202-6F-2A_taxonomic_profile	C254-5F-1A_taxonomic_profile	C254-5F-2A_taxonomic_profile	C307-4F-1A_taxonomic_profile	C308-5F-1A_taxonomic_profile	C308-5F-2A_taxonomic_profile	C337-3F-1A_taxonomic_profile	C337-3F-2A_taxonomic_profile	C364-2F-1A_taxonomic_profile	C364-2F-2A_taxonomic_profile	C403-3E-1A_taxonomic_profile	C403-3F-1A_taxonomic_profile	C403-3F-2A_taxonomic_profile	C404-3E-1A_taxonomic_profile	C404-3F-1A_taxonomic_profile	C404-3F-2A_taxonomic_profile	C420-4F-1A_taxonomic_profile	C420-4F-2A_taxonomic_profile	C450-2F-1A_taxonomic_profile	C450-2F-2A_taxonomic_profile	C514-1F-1A_taxonomic_profile	C514-1F-2A_taxonomic_profile	C517-1F-1A_taxonomic_profile	C517-1F-2A_taxonomic_profile	C537-1F-1A_taxonomic_profile	C537-1F-2A_taxonomic_profile	C550-1F-1Aa_taxonomic_profile	C550-1F-1Ab_taxonomic_profile	C551-1F-1A_taxonomic_profile	C551-2F-1A_taxonomic_profile	C554-1F-1A_taxonomic_profile	C554-1F-2A_taxonomic_profile	C577-1F-1A_taxonomic_profile	C577-1F-2A_taxonomic_profile	C578-1F-1A_taxonomic_profile	C578-1F-2A_taxonomic_profile	C579-1F-1A_taxonomic_profile	C579-1F-2A_taxonomic_profile	C583-1F-1A_taxonomic_profile	C586-1F-1A_taxonomic_profile	C589-1F-1A_taxonomic_profile	C589-1F-2A_taxonomic_profile	C590-1F-1A_taxonomic_profile	C590-1F-2A_taxonomic_profile	C591-1F-1A_taxonomic_profile	C591-1F-2A_taxonomic_profile	C592-1F-1A_taxonomic_profile	C593-1F-1A_taxonomic_profile	C594-1F-1A_taxonomic_profile	C594-1F-2A_taxonomic_profile	C595-1F-1A_taxonomic_profile	C595-1F-2A_taxonomic_profile	C596-1F-1A_taxonomic_profile	C596-1F-2A_taxonomic_profile	C597-1F-1A_taxonomic_profile	C597-1F-2A_taxonomic_profile	C600-1F-1A_taxonomic_profile	C601-1F-1A_taxonomic_profile	C601-1F-2A_taxonomic_profile	C603-1F-1A_taxonomic_profile	C603-1F-2A_taxonomic_profile	C604-1F-1A_taxonomic_profile	C604-1F-2A_taxonomic_profile	C607-1F-1A_taxonomic_profile	C608-1F-1A_taxonomic_profile	C610-1F-1A_taxonomic_profile	C611-1F-1A_taxonomic_profile	C615-1F-1A_taxonomic_profile	C615-1F-2A_taxonomic_profile	C620-1F-1A_taxonomic_profile	C620-1F-2A_taxonomic_profile	C621-1E-1A_taxonomic_profile	C621-1F-1A_taxonomic_profile	C621-1F-2A_taxonomic_profile	C624-1F-1A_taxonomic_profile	C624-1F-2A_taxonomic_profile	C627-1F-1A_taxonomic_profile	C627-1F-2A_taxonomic_profile	C631-1F-1A_taxonomic_profile	C631-1F-2A_taxonomic_profile	C633-1F-1A_taxonomic_profile	C633-1F-2A_taxonomic_profile	C634-1E-1A_taxonomic_profile	C634-1F-1A_taxonomic_profile	C634-1F-2A_taxonomic_profile	C635-1F-1A_taxonomic_profile	C635-1F-2A_taxonomic_profile	C636-1F-1A_taxonomic_profile	C636-1F-2A_taxonomic_profile	C637-1F-1A_taxonomic_profile	C638-1F-1A_taxonomic_profile	C638-1F-2A_taxonomic_profile	C639-1F-1A_taxonomic_profile	C639-1F-2A_taxonomic_profile	C641-1F-1A_taxonomic_profile	C641-1F-2A_taxonomic_profile	C642-1F-1A_taxonomic_profile	C643-1F-1A_taxonomic_profile	C643-1F-2A_taxonomic_profile	C648-1F-1A_taxonomic_profile	C648-1F-2A_taxonomic_profile	C655-1F-1A_taxonomic_profile	C655-1F-2A_taxonomic_profile	C660-1F-1A_taxonomic_profile	C660-1F-2A_taxonomic_profile	C661-1F-1A_taxonomic_profile	C661-1F-2A_taxonomic_profile	C665-1F-1A_taxonomic_profile	C665-1F-2A_taxonomic_profile	C673-1F-1A_taxonomic_profile	C673-1F-2A_taxonomic_profile	C683-1F-1A_taxonomic_profile	C683-1F-2A_taxonomic_profile	C686-1F-1A_taxonomic_profile	C686-1F-2A_taxonomic_profile	C704-1F-1A_taxonomic_profile	C704-1F-2A_taxonomic_profile	M644-1F-1A_taxonomic_profile	M644-1F-2A_taxonomic_profile	M644-2F-1A_taxonomic_profile	M644-2F-2A_taxonomic_profile	M647-1F-1A_taxonomic_profile	M647-1F-2A_taxonomic_profile	M647-2F-1A_taxonomic_profile	M647-2F-2A_taxonomic_profile	M649-1F-1A_taxonomic_profile	M651-1F-1A_taxonomic_profile	M651-1F-2A_taxonomic_profile	M652-1F-1A_taxonomic_profile	M652-1F-2A_taxonomic_profile	M652-2F-1A_taxonomic_profile	M652-2F-2A_taxonomic_profile	M656-1F-1A_taxonomic_profile	M656-1F-2A_taxonomic_profile	M662-1F-1A_taxonomic_profile	M662-1F-2A_taxonomic_profile	M663-1F-1A_taxonomic_profile	M663-1F-2A_taxonomic_profile	M676-1F-1A_taxonomic_profile	M676-1F-2A_taxonomic_profile	M682-1F-1A_taxonomic_profile	M682-1F-2A_taxonomic_profile	M685-1F-1A_taxonomic_profile	M685-1F-2A_taxonomic_profile	M703-1F-1A_taxonomic_profile	M703-1F-2A_taxonomic_profile	Zymo-Control_taxonomic_profile
k__Archaea	1.44813	1.51483	0.28219	0.30129	0	0	0	0	0	0	0	0	7.90976	5.51001	6.95851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99461	2.88211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34733	1.08594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65312	1.29626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14865	2.1351	0	0	0	0	0	0	0	0	0	2.44257	3.14394	0	0	0	0	0	0	0	0	0	0	0.11204	0.04093	0	0	0.20537	0.18328	0	0	0
k__Archaea|p__Euryarchaeota	1.44813	1.51483	0.28219	0.30129	0	0	0	0	0	0	0	0	7.90976	5.51001	6.95851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99461	2.88211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34733	1.08594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65312	1.29626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14865	2.1351	0	0	0	0	0	0	0	0	0	2.44257	3.14394	0	0	0	0	0	0	0	0	0	0	0.11204	0.04093	0	0	0.20537	0.18328	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria	1.44813	1.51483	0.28219	0.30129	0	0	0	0	0	0	0	0	7.90976	5.51001	6.95851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99461	2.88211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34733	1.08594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65312	1.29626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14865	2.1351	0	0	0	0	0	0	0	0	0	2.44257	3.14394	0	0	0	0	0	0	0	0	0	0	0.11204	0.04093	0	0	0.20537	0.18328	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	1.44813	1.51483	0.28219	0.30129	0	0	0	0	0	0	0	0	7.90976	5.51001	6.95851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99461	2.88211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34733	1.08594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65312	1.29626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14865	2.1351	0	0	0	0	0	0	0	0	0	2.44257	3.14394	0	0	0	0	0	0	0	0	0	0	0.11204	0.04093	0	0	0.20537	0.18328	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	1.44813	1.51483	0.28219	0.30129	0	0	0	0	0	0	0	0	7.90976	5.51001	6.95851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99461	2.88211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34733	1.08594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65312	1.29626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14865	2.1351	0	0	0	0	0	0	0	0	0	2.44257	3.14394	0	0	0	0	0	0	0	0	0	0	0.11204	0.04093	0	0	0.20537	0.18328	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	1.44813	1.51483	0.28219	0.30129	0	0	0	0	0	0	0	0	7.90976	5.51001	6.95851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99461	2.88211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34733	1.08594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65312	1.29626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14865	2.1351	0	0	0	0	0	0	0	0	0	2.44257	3.14394	0	0	0	0	0	0	0	0	0	0	0.11204	0.04093	0	0	0.20537	0.18328	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	1.28031	1.23814	0.18218	0.27433	0	0	0	0	0	0	0	0	7.90976	4.70975	6.45649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99461	2.88211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01821	1.06443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65312	1.29626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14865	2.1351	0	0	0	0	0	0	0	0	0	2.34158	2.75698	0	0	0	0	0	0	0	0	0	0	0.05771	0.04093	0	0	0.16504	0.14684	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii|t__Methanobrevibacter_smithii_unclassified	1.28031	1.23814	0.18218	0.27433	0	0	0	0	0	0	0	0	7.90976	4.70975	6.45649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99461	2.88211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01821	1.06443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65312	1.29626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14865	2.1351	0	0	0	0	0	0	0	0	0	2.34158	2.75698	0	0	0	0	0	0	0	0	0	0	0.05771	0.04093	0	0	0.16504	0.14684	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_unclassified	0.16782	0.27669	0.10002	0.02696	0	0	0	0	0	0	0	0	0	0.80026	0.50202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32912	0.02151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101	0.38696	0	0	0	0	0	0	0	0	0	0	0.05432	0	0	0	0.04033	0.03644	0	0	0
k__Bacteria	98.51659	98.48517	99.71781	99.69871	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	92.09024	94.48999	93.04149	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.988	100.0	99.61515	99.45796	100.0	99.9909	100.0	99.94467	100.0	100.0	100.0	99.92681	99.96949	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.50106	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.97435	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.36384	100.0	96.00539	97.11789	100.0	99.49148	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.95315	100.0	99.8102	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.97162	98.61108	98.65267	98.91406	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.97426	99.98731	100.0	99.61089	100.0	100.0	100.0	98.34688	98.60462	100.0	100.0	100.0	100.0	99.57188	99.81389	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.85135	97.8649	100.0	100.0	99.95108	99.93354	100.0	100.0	99.98946	100.0	100.0	97.55743	96.85606	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.88796	99.95907	99.92091	99.89109	99.79463	99.01285	99.87217	99.96112	98.80252
k__Bacteria|p__Acidobacteria	0.0206	0	0.06664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	0.0206	0	0.06664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	0.0206	0	0.06664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	0.0206	0	0.06664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella	0.0206	0	0.06664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_unclassified	0.0206	0	0.06664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria	3.95092	4.6393	3.13085	3.6522	3.52782	4.619	20.61078	31.6993	8.57038	6.54052	18.65917	17.87541	15.32269	25.45933	21.43	11.43211	6.56671	8.21805	6.87834	10.38454	13.89998	0.35592	0.27752	8.94825	11.76181	0.52646	2.65854	3.18211	2.64347	5.1555	8.42276	18.35694	0.72809	0.42045	9.24088	31.16163	17.1479	3.76829	3.86567	3.76665	7.26147	5.74828	11.23229	12.7543	4.57653	5.71442	9.31415	12.51938	0.48186	0.50428	30.65722	28.41514	4.20802	7.97893	5.23674	6.15831	2.43057	0.86772	2.33191	2.18894	2.24835	2.88111	16.19745	17.14608	1.20221	0.4459	0.11264	0.33513	1.95284	3.10842	31.50262	15.53795	15.36237	11.82717	59.17972	65.26734	8.99489	7.85657	2.08305	3.1519	25.95917	0.45532	0.37892	43.39439	43.11686	54.31631	59.12982	80.25707	12.22237	5.89775	48.96109	2.93841	3.15609	1.63806	1.25178	76.23454	73.32072	81.95346	0.7761	0.7947	63.27969	57.95696	22.98896	20.53066	11.0575	6.18361	2.86036	82.25219	81.25641	1.83666	0.85728	3.17471	3.4453	6.16877	8.93843	7.98296	2.10235	1.781	46.6256	41.82813	1.22337	0.28055	0.33155	2.9813	20.36463	3.67277	6.29775	3.14587	4.96312	2.48975	2.10318	5.6545	5.05729	6.83588	12.33858	1.80757	1.03094	4.7333	3.77299	5.18628	5.25503	7.98549	8.77897	0.45542	0.54159	6.8902	6.73083	12.63146	15.1014	13.14385	4.92157	5.51795	7.48883	7.88522	2.01967	2.15289	12.82513	12.29427	3.08035	2.61552	0.83625	1.58594	0.37982	0.30744	5.19278	4.99751	32.20564	29.37284	0.20834	0.28434	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria	3.95092	4.6393	3.13085	3.6522	3.52782	4.619	20.61078	31.6993	8.57038	6.54052	18.65917	17.87541	15.32269	25.45933	21.43	11.43211	6.56671	8.21805	6.87834	10.38454	13.89998	0.35592	0.27752	8.94825	11.76181	0.52646	2.65854	3.18211	2.64347	5.1555	8.42276	18.35694	0.72809	0.42045	9.24088	31.16163	17.1479	3.76829	3.86567	3.76665	7.26147	5.74828	11.23229	12.7543	4.57653	5.71442	9.31415	12.51938	0.48186	0.50428	30.65722	28.41514	4.20802	7.97893	5.23674	6.15831	2.43057	0.86772	2.33191	2.18894	2.24835	2.88111	16.19745	17.14608	1.20221	0.4459	0.11264	0.33513	1.95284	3.10842	31.50262	15.53795	15.36237	11.82717	59.17972	65.26734	8.99489	7.85657	2.08305	3.1519	25.95917	0.45532	0.37892	43.39439	43.11686	54.31631	59.12982	80.25707	12.22237	5.89775	48.96109	2.93841	3.15609	1.63806	1.25178	76.23454	73.32072	81.95346	0.7761	0.7947	63.27969	57.95696	22.98896	20.53066	11.0575	6.18361	2.86036	82.25219	81.25641	1.83666	0.85728	3.17471	3.4453	6.16877	8.93843	7.98296	2.10235	1.781	46.6256	41.82813	1.22337	0.28055	0.33155	2.9813	20.36463	3.67277	6.29775	3.14587	4.96312	2.48975	2.10318	5.6545	5.05729	6.83588	12.33858	1.80757	1.03094	4.7333	3.77299	5.18628	5.25503	7.98549	8.77897	0.45542	0.54159	6.8902	6.73083	12.63146	15.1014	13.14385	4.92157	5.51795	7.48883	7.88522	2.01967	2.15289	12.82513	12.29427	3.08035	2.61552	0.83625	1.58594	0.37982	0.30744	5.19278	4.99751	32.20564	29.37284	0.20834	0.28434	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02367	0.02782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14448	0	0	0	0	0	0	0	0	0	0.3747	0.02516	0	0	0	0	0	0	0	0	0	0	0	0	0.01159	0	0	0	0	0	0	0	0.06289	0.04073	0	0.00378	0	0	0	0	0	0	0	0.10693	0.13464	0	0	0	0	0	0.08288	0	0	0	0	0.08024	0.04708	0.02474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02519	0.06322	0	0	0	0.00462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02367	0.02782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14448	0	0	0	0	0	0	0	0	0	0.36435	0.02516	0	0	0	0	0	0	0	0	0	0	0	0	0.01159	0	0	0	0	0	0	0	0.06289	0.04073	0	0	0	0	0	0	0	0	0	0.10693	0.13464	0	0	0	0	0	0.08288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02367	0.02782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09953	0	0	0	0	0	0	0	0	0	0.36435	0.02516	0	0	0	0	0	0	0	0	0	0	0	0	0.01159	0	0	0	0	0	0	0	0.06289	0.04073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
